Author_id,Group,Gender,Group_member,If_winner,Event,Persistence
A_2639,g_469,men,prizewinner,1,0,21
A_2640,g_469,men,contender,0,0,19
A_2641,g_469,men,contender,0,0,20
A_2642,g_469,men,contender,0,0,19
A_2643,g_469,men,contender,0,0,21
A_2644,g_469,men,contender,0,0,27
A_2645,g_470,men,prizewinner,1,0,22
A_2646,g_470,men,contender,0,0,23
A_2647,g_470,men,contender,0,0,28
A_2648,g_470,men,contender,0,0,25
A_2649,g_470,men,contender,0,0,24
A_2650,g_470,men,contender,0,0,23
A_2651,g_471,men,prizewinner,1,1,30
A_2652,g_471,men,contender,0,1,27
A_2653,g_471,men,contender,0,1,43
A_2654,g_471,men,contender,0,1,33
A_2655,g_471,men,contender,0,1,44
A_2656,g_472,men,prizewinner,1,0,26
A_2657,g_472,men,contender,0,0,25
A_2658,g_472,men,contender,0,0,31
A_2659,g_472,men,contender,0,0,30
A_2660,g_472,men,contender,0,0,32
A_2661,g_472,men,contender,0,0,28
A_2662,g_473,men,prizewinner,1,0,13
A_2663,g_473,men,contender,0,0,14
A_2664,g_473,men,contender,0,0,19
A_2665,g_473,men,contender,0,0,21
A_2666,g_473,men,contender,0,0,20
A_2667,g_473,men,contender,0,0,14
A_2668,g_474,men,prizewinner,1,0,11
A_2669,g_474,men,contender,0,0,12
A_2670,g_474,men,contender,0,0,13
A_2671,g_474,men,contender,0,0,12
A_2672,g_474,men,contender,0,0,13
A_2673,g_474,men,contender,0,0,11
A_2674,g_475,men,prizewinner,1,0,38
A_2675,g_475,men,contender,0,0,40
A_2676,g_475,men,contender,0,0,36
A_2677,g_476,men,prizewinner,1,0,10
A_2678,g_476,men,contender,0,0,9
A_2679,g_477,men,prizewinner,1,0,19
A_2680,g_477,men,contender,0,0,18
A_2681,g_477,men,contender,0,0,19
A_2682,g_477,men,contender,0,0,17
A_2683,g_477,men,contender,0,0,20
A_2684,g_478,men,prizewinner,1,0,6
A_2685,g_478,men,contender,0,0,6
A_2686,g_478,men,contender,0,0,6
A_2687,g_478,men,contender,0,0,8
A_2688,g_478,men,contender,0,0,11
A_2689,g_478,men,contender,0,0,12
A_2690,g_479,men,prizewinner,1,0,4
A_2691,g_479,men,contender,0,0,12
A_2692,g_479,men,contender,0,0,6
A_2693,g_479,men,contender,0,1,5
A_2694,g_479,men,contender,0,1,6
A_2695,g_479,men,contender,0,0,6
A_2696,g_480,men,prizewinner,1,0,10
A_2697,g_480,men,contender,0,0,8
A_2698,g_480,men,contender,0,1,11
A_2699,g_480,men,contender,0,0,14
A_2700,g_480,men,contender,0,1,8
A_2701,g_480,men,contender,0,1,10
A_2702,g_481,men,prizewinner,1,0,10
A_2703,g_481,men,contender,0,0,12
A_2704,g_481,men,contender,0,0,12
A_2705,g_481,men,contender,0,0,10
A_2706,g_481,men,contender,0,0,18
A_2707,g_481,men,contender,0,0,12
A_2708,g_482,men,prizewinner,1,1,9
A_2709,g_482,men,contender,0,0,14
A_2710,g_482,men,contender,0,0,11
A_2711,g_482,men,contender,0,0,12
A_2712,g_482,men,contender,0,1,12
A_2713,g_482,men,contender,0,1,13
A_2714,g_483,men,prizewinner,1,0,6
A_2715,g_483,men,contender,0,0,11
A_2716,g_483,men,contender,0,0,10
A_2717,g_483,men,contender,0,0,7
A_2718,g_483,men,contender,0,0,9
A_2719,g_483,men,contender,0,0,9
A_2720,g_484,men,prizewinner,1,0,19
A_2721,g_484,men,contender,0,0,18
A_2722,g_484,men,contender,0,1,6
A_2723,g_484,men,contender,0,0,18
A_2724,g_484,men,contender,0,1,1
A_2725,g_484,men,contender,0,1,10
A_2726,g_485,men,prizewinner,1,0,29
A_2727,g_485,men,contender,0,1,26
A_2728,g_485,men,contender,0,1,23
A_2729,g_485,men,contender,0,1,31
A_2730,g_485,men,contender,0,0,32
A_2731,g_485,men,contender,0,0,28
A_2732,g_486,men,prizewinner,1,0,20
A_2733,g_486,men,contender,0,0,20
A_2734,g_486,men,contender,0,0,19
A_2735,g_486,men,contender,0,1,15
A_2736,g_486,men,contender,0,0,19
A_2737,g_486,men,contender,0,1,14
A_2738,g_487,men,prizewinner,1,1,6
A_2739,g_487,men,contender,0,0,17
A_2740,g_487,men,contender,0,1,14
A_2741,g_487,men,contender,0,0,14
A_2742,g_487,men,contender,0,0,16
A_2743,g_487,men,contender,0,1,6
A_2744,g_488,men,prizewinner,1,1,20
A_2745,g_488,men,contender,0,0,22
A_2746,g_488,men,contender,0,0,22
A_2747,g_488,men,contender,0,0,22
A_2748,g_488,men,contender,0,0,24
A_2749,g_488,men,contender,0,0,22
A_2750,g_489,men,prizewinner,1,0,22
A_2751,g_489,men,contender,0,0,25
A_2752,g_489,men,contender,0,1,19
A_2753,g_489,men,contender,0,0,24
A_2754,g_489,men,contender,0,0,23
A_2755,g_489,men,contender,0,0,24
A_2756,g_490,men,prizewinner,1,0,16
A_2757,g_490,men,contender,0,0,16
A_2758,g_490,men,contender,0,0,16
A_2759,g_490,men,contender,0,0,16
A_2760,g_490,men,contender,0,0,15
A_2761,g_490,men,contender,0,0,17
A_2762,g_491,men,prizewinner,1,0,9
A_2763,g_491,men,contender,0,0,10
A_2764,g_491,men,contender,0,0,10
A_2765,g_491,men,contender,0,0,10
A_2766,g_491,men,contender,0,1,12
A_2767,g_491,men,contender,0,0,9
A_2768,g_492,men,prizewinner,1,1,16
A_2769,g_492,men,contender,0,1,6
A_2770,g_492,men,contender,0,1,3
A_2771,g_493,men,prizewinner,1,1,8
A_2772,g_493,men,contender,0,0,13
A_2773,g_493,men,contender,0,0,12
A_2774,g_493,men,contender,0,0,11
A_2775,g_493,men,contender,0,0,8
A_2776,g_493,men,contender,0,0,13
A_2777,g_494,men,prizewinner,1,1,29
A_2778,g_494,men,contender,0,1,26
A_2779,g_494,men,contender,0,1,20
A_2780,g_494,men,contender,0,1,33
A_2781,g_494,men,contender,0,1,31
A_2782,g_494,men,contender,0,1,31
A_2783,g_495,men,prizewinner,1,1,27
A_2784,g_495,men,contender,0,1,34
A_2785,g_495,men,contender,0,0,36
A_2786,g_495,men,contender,0,0,32
A_2787,g_495,men,contender,0,0,34
A_2788,g_495,men,contender,0,1,28
A_2789,g_496,men,prizewinner,1,0,9
A_2790,g_496,men,contender,0,0,8
A_2791,g_496,men,contender,0,0,12
A_2792,g_496,men,contender,0,0,9
A_2793,g_496,men,contender,0,0,15
A_2794,g_496,men,contender,0,0,13
A_2795,g_497,men,prizewinner,1,1,25
A_2796,g_497,men,contender,0,1,30
A_2797,g_497,men,contender,0,1,12
A_2798,g_497,men,contender,0,1,19
A_2799,g_497,men,contender,0,1,33
A_2800,g_498,men,prizewinner,1,1,11
A_2801,g_498,men,contender,0,1,13
A_2802,g_498,men,contender,0,0,13
A_2803,g_498,men,contender,0,0,12
A_2804,g_498,men,contender,0,0,16
A_2805,g_498,men,contender,0,1,14
A_2806,g_499,men,prizewinner,1,0,7
A_2807,g_499,men,contender,0,0,6
A_2808,g_499,men,contender,0,0,10
A_2809,g_499,men,contender,0,0,9
A_2810,g_499,men,contender,0,0,12
A_2811,g_499,men,contender,0,0,8
A_2812,g_500,men,prizewinner,1,0,6
A_2813,g_500,men,contender,0,0,8
A_2814,g_500,men,contender,0,0,7
A_2815,g_500,men,contender,0,0,7
A_2816,g_500,men,contender,0,0,8
A_2817,g_500,men,contender,0,0,6
A_2818,g_501,men,prizewinner,1,1,42
A_2819,g_501,men,contender,0,1,35
A_2820,g_501,men,contender,0,1,36
A_2821,g_501,men,contender,0,1,21
A_2822,g_501,men,contender,0,1,33
A_2823,g_501,men,contender,0,1,17
A_2824,g_502,men,prizewinner,1,0,5
A_2825,g_502,men,contender,0,0,7
A_2826,g_502,men,contender,0,0,5
A_2827,g_502,men,contender,0,1,5
A_2828,g_502,men,contender,0,1,3
A_2829,g_502,men,contender,0,0,11
A_2830,g_503,men,prizewinner,1,0,25
A_2831,g_503,men,contender,0,0,26
A_2832,g_503,men,contender,0,1,23
A_2833,g_503,men,contender,0,1,23
A_2834,g_503,men,contender,0,0,27
A_2835,g_503,men,contender,0,1,24
A_2836,g_504,men,prizewinner,1,0,14
A_2837,g_504,men,contender,0,0,14
A_2838,g_504,men,contender,0,1,12
A_2839,g_504,men,contender,0,0,19
A_2840,g_504,men,contender,0,0,14
A_2841,g_504,men,contender,0,0,15
A_2842,g_505,men,prizewinner,1,1,49
A_2843,g_505,men,contender,0,1,52
A_2844,g_506,men,prizewinner,1,1,14
A_2845,g_506,men,contender,0,0,20
A_2846,g_506,men,contender,0,1,12
A_2847,g_506,men,contender,0,1,14
A_2848,g_506,men,contender,0,0,19
A_2849,g_506,men,contender,0,1,4
A_2850,g_507,men,prizewinner,1,0,12
A_2851,g_507,men,contender,0,0,12
A_2852,g_507,men,contender,0,0,13
A_2853,g_507,men,contender,0,0,14
A_2854,g_507,men,contender,0,1,14
A_2855,g_507,men,contender,0,0,13
A_2856,g_508,men,prizewinner,1,0,17
A_2857,g_508,men,contender,0,0,20
A_2858,g_508,men,contender,0,0,20
A_2859,g_508,men,contender,0,0,16
A_2860,g_508,men,contender,0,0,24
A_2861,g_508,men,contender,0,0,25
A_2862,g_509,men,prizewinner,1,0,10
A_2863,g_509,men,contender,0,0,10
A_2864,g_509,men,contender,0,0,16
A_2865,g_509,men,contender,0,0,13
A_2866,g_509,men,contender,0,0,14
A_2867,g_509,men,contender,0,0,14
A_2868,g_510,men,prizewinner,1,0,6
A_2869,g_510,men,contender,0,0,6
A_2870,g_510,men,contender,0,0,5
A_2871,g_510,men,contender,0,0,11
A_2872,g_510,men,contender,0,0,11
A_2873,g_510,men,contender,0,0,6
A_2874,g_511,men,prizewinner,1,1,29
A_2875,g_511,men,contender,0,1,30
A_2876,g_511,men,contender,0,1,31
A_2877,g_511,men,contender,0,1,28
A_2878,g_511,men,contender,0,1,29
A_2879,g_511,men,contender,0,1,36
A_2880,g_512,men,prizewinner,1,1,20
A_2881,g_512,men,contender,0,0,22
A_2882,g_512,men,contender,0,0,25
A_2883,g_512,men,contender,0,0,23
A_2884,g_512,men,contender,0,1,22
A_2885,g_512,men,contender,0,0,24
A_2886,g_513,men,prizewinner,1,0,23
A_2887,g_513,men,contender,0,0,26
A_2888,g_513,men,contender,0,1,22
A_2889,g_513,men,contender,0,0,24
A_2890,g_513,men,contender,0,0,26
A_2891,g_513,men,contender,0,0,22
A_2892,g_514,men,prizewinner,1,1,10
A_2893,g_514,men,contender,0,0,13
A_2894,g_514,men,contender,0,0,12
A_2895,g_514,men,contender,0,0,14
A_2896,g_514,men,contender,0,0,12
A_2897,g_514,men,contender,0,0,16
A_2898,g_515,men,prizewinner,1,0,35
A_2899,g_515,men,contender,0,0,33
A_2900,g_515,men,contender,0,0,34
A_2901,g_515,men,contender,0,0,35
A_2902,g_515,men,contender,0,0,33
A_2903,g_515,men,contender,0,0,34
A_2904,g_516,men,prizewinner,1,0,22
A_2905,g_516,men,contender,0,0,21
A_2906,g_516,men,contender,0,0,22
A_2907,g_516,men,contender,0,0,20
A_2908,g_516,men,contender,0,0,26
A_2909,g_516,men,contender,0,0,22
A_2910,g_517,men,prizewinner,1,1,1
A_2911,g_517,men,contender,0,1,0
A_2912,g_517,men,contender,0,1,19
A_2913,g_517,men,contender,0,1,23
A_2914,g_517,men,contender,0,1,1
A_2915,g_517,men,contender,0,1,0
A_2916,g_518,men,prizewinner,1,0,7
A_2917,g_518,men,contender,0,0,12
A_2918,g_518,men,contender,0,0,10
A_2919,g_518,men,contender,0,0,6
A_2920,g_518,men,contender,0,0,13
A_2921,g_518,men,contender,0,0,9
A_2922,g_519,men,prizewinner,1,0,18
A_2923,g_519,men,contender,0,0,20
A_2924,g_519,men,contender,0,0,25
A_2925,g_519,men,contender,0,0,18
A_2926,g_519,men,contender,0,0,19
A_2927,g_519,men,contender,0,0,20
A_2928,g_520,men,prizewinner,1,0,17
A_2929,g_520,men,contender,0,0,20
A_2930,g_520,men,contender,0,1,14
A_2931,g_520,men,contender,0,0,16
A_2932,g_520,men,contender,0,1,21
A_2933,g_520,men,contender,0,0,20
A_2934,g_521,men,prizewinner,1,0,16
A_2935,g_521,men,contender,0,1,10
A_2936,g_521,men,contender,0,0,16
A_2937,g_521,men,contender,0,1,13
A_2938,g_521,men,contender,0,0,20
A_2939,g_521,men,contender,0,1,17
A_2940,g_522,men,prizewinner,1,1,17
A_2941,g_522,men,contender,0,0,17
A_2942,g_522,men,contender,0,0,19
A_2943,g_522,men,contender,0,1,16
A_2944,g_522,men,contender,0,1,17
A_2945,g_522,men,contender,0,1,20
A_2946,g_523,men,prizewinner,1,0,44
A_2947,g_523,men,contender,0,1,45
A_2948,g_523,men,contender,0,0,45
A_2949,g_523,men,contender,0,1,35
A_2950,g_523,men,contender,0,1,44
A_2951,g_523,men,contender,0,1,33
A_2952,g_524,men,prizewinner,1,0,13
A_2953,g_524,men,contender,0,0,18
A_2954,g_524,men,contender,0,0,12
A_2955,g_524,men,contender,0,1,12
A_2956,g_524,men,contender,0,0,18
A_2957,g_524,men,contender,0,0,13
A_2958,g_525,men,prizewinner,1,0,11
A_2959,g_525,men,contender,0,0,9
A_2960,g_525,men,contender,0,1,6
A_2961,g_525,men,contender,0,1,11
A_2962,g_525,men,contender,0,0,14
A_2963,g_525,men,contender,0,0,10
A_2964,g_526,men,prizewinner,1,0,5
A_2965,g_526,men,contender,0,0,6
A_2966,g_526,men,contender,0,0,8
A_2967,g_526,men,contender,0,0,5
A_2968,g_526,men,contender,0,0,4
A_2969,g_526,men,contender,0,0,7
A_2970,g_527,men,prizewinner,1,0,10
A_2971,g_527,men,contender,0,0,14
A_2972,g_527,men,contender,0,0,10
A_2973,g_527,men,contender,0,0,13
A_2974,g_527,men,contender,0,0,9
A_2975,g_527,men,contender,0,0,9
A_2976,g_528,men,prizewinner,1,1,28
A_2977,g_528,men,contender,0,1,29
A_2978,g_528,men,contender,0,1,27
A_2979,g_528,men,contender,0,1,28
A_2980,g_528,men,contender,0,1,22
A_2981,g_528,men,contender,0,1,28
A_2982,g_529,men,prizewinner,1,0,9
A_2983,g_529,men,contender,0,0,9
A_2984,g_529,men,contender,0,0,8
A_2985,g_529,men,contender,0,0,8
A_2986,g_529,men,contender,0,0,13
A_2987,g_529,men,contender,0,0,15
A_2988,g_530,men,prizewinner,1,1,1
A_2989,g_530,men,contender,0,1,1
A_2990,g_530,men,contender,0,1,1
A_2991,g_530,men,contender,0,1,9
A_2992,g_530,men,contender,0,1,5
A_2993,g_530,men,contender,0,1,3
A_2994,g_531,men,prizewinner,1,1,16
A_2995,g_531,men,contender,0,1,25
A_2996,g_531,men,contender,0,1,24
A_2997,g_531,men,contender,0,1,21
A_2998,g_531,men,contender,0,1,26
A_2999,g_531,men,contender,0,1,32
A_3000,g_532,men,prizewinner,1,1,1
A_3001,g_532,men,contender,0,1,5
A_3002,g_532,men,contender,0,1,7
A_3003,g_532,men,contender,0,1,10
A_3004,g_532,men,contender,0,1,4
A_3005,g_532,men,contender,0,0,8
A_3006,g_533,men,prizewinner,1,0,19
A_3007,g_533,men,contender,0,0,20
A_3008,g_533,men,contender,0,0,20
A_3009,g_533,men,contender,0,1,19
A_3010,g_533,men,contender,0,1,17
A_3011,g_533,men,contender,0,0,20
A_3012,g_534,men,prizewinner,1,1,20
A_3013,g_534,men,contender,0,0,27
A_3014,g_534,men,contender,0,0,22
A_3015,g_534,men,contender,0,0,21
A_3016,g_534,men,contender,0,0,22
A_3017,g_534,men,contender,0,0,28
A_3018,g_535,men,prizewinner,1,1,4
A_3019,g_535,men,contender,0,0,8
A_3020,g_535,men,contender,0,1,4
A_3021,g_535,men,contender,0,1,5
A_3022,g_535,men,contender,0,1,2
A_3023,g_535,men,contender,0,1,6
A_3024,g_536,men,prizewinner,1,1,16
A_3025,g_536,men,contender,0,1,27
A_3026,g_536,men,contender,0,1,12
A_3027,g_536,men,contender,0,0,29
A_3028,g_536,men,contender,0,1,26
A_3029,g_536,men,contender,0,1,21
A_3030,g_537,men,prizewinner,1,1,19
A_3031,g_537,men,contender,0,1,16
A_3032,g_537,men,contender,0,1,14
A_3033,g_537,men,contender,0,0,22
A_3034,g_537,men,contender,0,1,14
A_3035,g_537,men,contender,0,0,23
A_3036,g_538,men,prizewinner,1,1,6
A_3037,g_538,men,contender,0,0,9
A_3038,g_538,men,contender,0,1,8
A_3039,g_539,men,prizewinner,1,1,22
A_3040,g_539,men,contender,0,1,13
A_3041,g_539,men,contender,0,0,24
A_3042,g_540,men,prizewinner,1,0,11
A_3043,g_540,men,contender,0,0,11
A_3044,g_540,men,contender,0,1,6
A_3045,g_540,men,contender,0,1,9
A_3046,g_540,men,contender,0,1,10
A_3047,g_540,men,contender,0,0,14
A_3048,g_541,men,prizewinner,1,1,28
A_3049,g_541,men,contender,0,1,40
A_3050,g_541,men,contender,0,1,35
A_3051,g_541,men,contender,0,1,38
A_3052,g_541,men,contender,0,1,31
A_3053,g_541,men,contender,0,1,34
A_3054,g_542,men,prizewinner,1,1,30
A_3055,g_542,men,contender,0,1,29
A_3056,g_542,men,contender,0,1,32
A_3057,g_542,men,contender,0,1,34
A_3058,g_542,men,contender,0,1,28
A_3059,g_542,men,contender,0,1,31
A_3060,g_543,men,prizewinner,1,0,12
A_3061,g_543,men,contender,0,0,13
A_3062,g_543,men,contender,0,0,11
A_3063,g_543,men,contender,0,0,13
A_3064,g_543,men,contender,0,0,12
A_3065,g_543,men,contender,0,0,18
A_3066,g_544,men,prizewinner,1,1,49
A_3067,g_544,men,contender,0,0,58
A_3068,g_544,men,contender,0,0,59
A_3069,g_545,men,prizewinner,1,0,8
A_3070,g_545,men,contender,0,0,6
A_3071,g_545,men,contender,0,0,8
A_3072,g_545,men,contender,0,0,7
A_3073,g_545,men,contender,0,0,7
A_3074,g_545,men,contender,0,0,7
A_3075,g_546,men,prizewinner,1,0,13
A_3076,g_546,men,contender,0,0,16
A_3077,g_546,men,contender,0,0,19
A_3078,g_546,men,contender,0,0,14
A_3079,g_546,men,contender,0,0,14
A_3080,g_546,men,contender,0,0,15
A_3081,g_547,men,prizewinner,1,1,32
A_3082,g_547,men,contender,0,1,34
A_3083,g_547,men,contender,0,1,32
A_3084,g_547,men,contender,0,1,31
A_3085,g_547,men,contender,0,1,33
A_3086,g_547,men,contender,0,1,34
A_3087,g_548,men,prizewinner,1,0,31
A_3088,g_548,men,contender,0,0,31
A_3089,g_548,men,contender,0,0,33
A_3090,g_548,men,contender,0,0,33
A_3091,g_548,men,contender,0,1,29
A_3092,g_548,men,contender,0,0,30
A_3093,g_549,men,prizewinner,1,1,23
A_3094,g_549,men,contender,0,1,21
A_3095,g_549,men,contender,0,1,8
A_3096,g_549,men,contender,0,1,9
A_3097,g_549,men,contender,0,1,2
A_3098,g_549,men,contender,0,1,20
A_3099,g_550,men,prizewinner,1,1,8
A_3100,g_550,men,contender,0,1,13
A_3101,g_550,men,contender,0,1,9
A_3102,g_551,men,prizewinner,1,1,24
A_3103,g_551,men,contender,0,1,12
A_3104,g_551,men,contender,0,1,21
A_3105,g_551,men,contender,0,1,18
A_3106,g_551,men,contender,0,0,27
A_3107,g_551,men,contender,0,1,17
A_3108,g_552,men,prizewinner,1,0,6
A_3109,g_552,men,contender,0,0,7
A_3110,g_552,men,contender,0,0,5
A_3111,g_552,men,contender,0,0,5
A_3112,g_552,men,contender,0,0,5
A_3113,g_552,men,contender,0,0,5
A_3114,g_553,men,prizewinner,1,1,13
A_3115,g_553,men,contender,0,1,6
A_3116,g_553,men,contender,0,0,19
A_3117,g_553,men,contender,0,0,17
A_3118,g_553,men,contender,0,1,18
A_3119,g_553,men,contender,0,0,16
A_3120,g_554,men,prizewinner,1,0,25
A_3121,g_554,men,contender,0,0,27
A_3122,g_554,men,contender,0,0,27
A_3123,g_554,men,contender,0,0,26
A_3124,g_554,men,contender,0,0,25
A_3125,g_554,men,contender,0,0,27
A_3126,g_555,men,prizewinner,1,1,15
A_3127,g_555,men,contender,0,1,0
A_3128,g_556,men,prizewinner,1,0,8
A_3129,g_556,men,contender,0,0,6
A_3130,g_556,men,contender,0,0,11
A_3131,g_556,men,contender,0,0,14
A_3132,g_556,men,contender,0,0,9
A_3133,g_556,men,contender,0,0,7
A_3134,g_557,men,prizewinner,1,1,25
A_3135,g_557,men,contender,0,1,23
A_3136,g_558,men,prizewinner,1,1,32
A_3137,g_558,men,contender,0,1,34
A_3138,g_558,men,contender,0,1,27
A_3139,g_558,men,contender,0,1,32
A_3140,g_558,men,contender,0,1,33
A_3141,g_558,men,contender,0,1,33
A_3142,g_559,men,prizewinner,1,1,9
A_3143,g_559,men,contender,0,0,21
A_3144,g_559,men,contender,0,1,26
A_3145,g_559,men,contender,0,0,21
A_3146,g_559,men,contender,0,0,23
A_3147,g_559,men,contender,0,0,25
A_3148,g_560,men,prizewinner,1,0,28
A_3149,g_560,men,contender,0,1,26
A_3150,g_560,men,contender,0,0,28
A_3151,g_560,men,contender,0,0,28
A_3152,g_560,men,contender,0,0,26
A_3153,g_560,men,contender,0,0,26
A_3154,g_561,men,prizewinner,1,0,21
A_3155,g_561,men,contender,0,1,15
A_3156,g_561,men,contender,0,1,17
A_3157,g_561,men,contender,0,1,18
A_3158,g_561,men,contender,0,1,22
A_3159,g_561,men,contender,0,0,21
A_3160,g_562,men,prizewinner,1,1,17
A_3161,g_562,men,contender,0,1,15
A_3162,g_562,men,contender,0,0,17
A_3163,g_562,men,contender,0,1,14
A_3164,g_562,men,contender,0,0,23
A_3165,g_562,men,contender,0,0,18
A_3166,g_563,men,prizewinner,1,0,8
A_3167,g_563,men,contender,0,0,7
A_3168,g_563,men,contender,0,1,13
A_3169,g_563,men,contender,0,0,12
A_3170,g_563,men,contender,0,0,13
A_3171,g_563,men,contender,0,0,8
A_3172,g_564,men,prizewinner,1,0,7
A_3173,g_564,men,contender,0,0,9
A_3174,g_564,men,contender,0,0,11
A_3175,g_564,men,contender,0,0,11
A_3176,g_564,men,contender,0,0,10
A_3177,g_564,men,contender,0,0,8
A_3178,g_565,men,prizewinner,1,0,8
A_3179,g_565,men,contender,0,0,6
A_3180,g_565,men,contender,0,0,8
A_3181,g_565,men,contender,0,0,7
A_3182,g_565,men,contender,0,0,7
A_3183,g_565,men,contender,0,0,6
A_3184,g_566,men,prizewinner,1,1,14
A_3185,g_566,men,contender,0,1,16
A_3186,g_566,men,contender,0,0,17
A_3187,g_566,men,contender,0,1,21
A_3188,g_566,men,contender,0,1,15
A_3189,g_566,men,contender,0,1,18
A_3190,g_567,men,prizewinner,1,1,9
A_3191,g_567,men,contender,0,1,5
A_3192,g_567,men,contender,0,1,15
A_3193,g_567,men,contender,0,1,9
A_3194,g_567,men,contender,0,1,10
A_3195,g_567,men,contender,0,1,3
A_3196,g_568,men,prizewinner,1,1,16
A_3197,g_568,men,contender,0,1,12
A_3198,g_568,men,contender,0,0,20
A_3199,g_568,men,contender,0,0,20
A_3200,g_569,men,prizewinner,1,0,11
A_3201,g_569,men,contender,0,0,13
A_3202,g_569,men,contender,0,0,12
A_3203,g_569,men,contender,0,0,13
A_3204,g_569,men,contender,0,0,13
A_3205,g_569,men,contender,0,0,10
A_3206,g_570,men,prizewinner,1,1,17
A_3207,g_570,men,contender,0,1,14
A_3208,g_570,men,contender,0,1,13
A_3209,g_570,men,contender,0,0,27
A_3210,g_570,men,contender,0,1,12
A_3211,g_570,men,contender,0,1,19
A_3212,g_571,men,prizewinner,1,1,17
A_3213,g_571,men,contender,0,0,22
A_3214,g_571,men,contender,0,1,18
A_3215,g_571,men,contender,0,1,8
A_3216,g_571,men,contender,0,1,12
A_3217,g_571,men,contender,0,1,9
A_3218,g_572,men,prizewinner,1,1,6
A_3219,g_572,men,contender,0,1,14
A_3220,g_572,men,contender,0,1,17
A_3221,g_572,men,contender,0,1,18
A_3222,g_572,men,contender,0,1,16
A_3223,g_572,men,contender,0,0,22
A_3224,g_573,men,prizewinner,1,0,7
A_3225,g_573,men,contender,0,0,7
A_3226,g_573,men,contender,0,0,13
A_3227,g_573,men,contender,0,0,10
A_3228,g_573,men,contender,0,0,8
A_3229,g_573,men,contender,0,0,6
A_3230,g_574,men,prizewinner,1,0,28
A_3231,g_574,men,contender,0,0,28
A_3232,g_575,men,prizewinner,1,0,27
A_3233,g_575,men,contender,0,1,12
A_3234,g_575,men,contender,0,0,32
A_3235,g_575,men,contender,0,1,18
A_3236,g_575,men,contender,0,0,26
A_3237,g_575,men,contender,0,1,20
A_3238,g_576,men,prizewinner,1,0,10
A_3239,g_576,men,contender,0,0,14
A_3240,g_576,men,contender,0,0,11
A_3241,g_576,men,contender,0,0,8
A_3242,g_576,men,contender,0,0,14
A_3243,g_576,men,contender,0,0,9
A_3244,g_577,men,prizewinner,1,0,6
A_3245,g_577,men,contender,0,0,6
A_3246,g_577,men,contender,0,0,4
A_3247,g_577,men,contender,0,0,9
A_3248,g_577,men,contender,0,0,5
A_3249,g_577,men,contender,0,0,7
A_3250,g_578,men,prizewinner,1,0,15
A_3251,g_578,men,contender,0,0,15
A_3252,g_578,men,contender,0,0,19
A_3253,g_578,men,contender,0,0,14
A_3254,g_578,men,contender,0,0,14
A_3255,g_578,men,contender,0,0,16
A_3256,g_579,men,prizewinner,1,0,5
A_3257,g_579,men,contender,0,0,4
A_3258,g_579,men,contender,0,0,6
A_3259,g_579,men,contender,0,0,10
A_3260,g_579,men,contender,0,0,10
A_3261,g_579,men,contender,0,0,10
A_3262,g_580,men,prizewinner,1,0,21
A_3263,g_580,men,contender,0,1,20
A_3264,g_580,men,contender,0,0,20
A_3265,g_580,men,contender,0,0,21
A_3266,g_580,men,contender,0,0,20
A_3267,g_580,men,contender,0,0,22
A_3268,g_581,men,prizewinner,1,0,12
A_3269,g_581,men,contender,0,1,12
A_3270,g_581,men,contender,0,0,14
A_3271,g_581,men,contender,0,1,15
A_3272,g_581,men,contender,0,0,12
A_3273,g_581,men,contender,0,0,13
A_3274,g_582,men,prizewinner,1,0,14
A_3275,g_582,men,contender,0,0,13
A_3276,g_582,men,contender,0,0,13
A_3277,g_582,men,contender,0,0,18
A_3278,g_582,men,contender,0,0,14
A_3279,g_582,men,contender,0,0,16
A_3280,g_583,men,prizewinner,1,0,6
A_3281,g_583,men,contender,0,0,8
A_3282,g_583,men,contender,0,0,8
A_3283,g_583,men,contender,0,0,6
A_3284,g_583,men,contender,0,0,11
A_3285,g_583,men,contender,0,0,7
A_3286,g_584,men,prizewinner,1,0,4
A_3287,g_584,men,contender,0,0,4
A_3288,g_584,men,contender,0,0,4
A_3289,g_584,men,contender,0,0,7
A_3290,g_584,men,contender,0,0,7
A_3291,g_584,men,contender,0,0,3
A_3292,g_585,men,prizewinner,1,0,16
A_3293,g_585,men,contender,0,0,16
A_3294,g_585,men,contender,0,0,17
A_3295,g_585,men,contender,0,0,20
A_3296,g_585,men,contender,0,0,18
A_3297,g_585,men,contender,0,0,17
A_3298,g_586,men,prizewinner,1,1,17
A_3299,g_586,men,contender,0,0,21
A_3300,g_586,men,contender,0,0,19
A_3301,g_586,men,contender,0,0,18
A_3302,g_586,men,contender,0,1,18
A_3303,g_586,men,contender,0,0,19
A_3304,g_587,men,prizewinner,1,1,2
A_3305,g_587,men,contender,0,1,9
A_3306,g_587,men,contender,0,1,8
A_3307,g_587,men,contender,0,1,9
A_3308,g_587,men,contender,0,1,11
A_3309,g_587,men,contender,0,0,13
A_3310,g_588,men,prizewinner,1,0,16
A_3311,g_588,men,contender,0,0,15
A_3312,g_588,men,contender,0,0,21
A_3313,g_588,men,contender,0,0,15
A_3314,g_589,men,prizewinner,1,1,30
A_3315,g_589,men,contender,0,1,29
A_3316,g_589,men,contender,0,0,32
A_3317,g_589,men,contender,0,0,31
A_3318,g_590,men,prizewinner,1,1,20
